"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2016","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2016","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","202",""
"SURVEY","2015","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2015","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","117",""
"SURVEY","2015","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2015","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2015","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","58",""
"SURVEY","2015","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2015","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2015","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2015","YEAR","","STATE","IOWA","19","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2015","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2015","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","YEAR","","STATE","MAINE","23","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","25",""
"SURVEY","2015","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2015","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2015","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2015","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2015","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2015","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2015","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","51",""
"SURVEY","2015","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2015","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2015","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2015","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","YEAR","","STATE","OHIO","39","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2015","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2015","YEAR","","STATE","OREGON","41","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","19",""
"SURVEY","2015","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","81",""
"SURVEY","2015","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2015","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2015","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2015","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2015","YEAR","","STATE","UTAH","49","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2015","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2015","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2015","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2015","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","203",""
"SURVEY","2014","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2014","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2014","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2014","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2014","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","116",""
"SURVEY","2014","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2014","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2014","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","51",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","32",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2014","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","124",""
"SURVEY","2014","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","14",""
"SURVEY","2014","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2014","YEAR","","STATE","OHIO","39","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2014","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2014","YEAR","","STATE","OREGON","41","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2014","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","84",""
"SURVEY","2014","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2014","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2014","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2014","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","11",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2014","YEAR","","STATE","UTAH","49","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2014","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2014","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2014","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2014","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2014","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","202",""
"SURVEY","2013","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2013","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2013","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2013","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2013","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2013","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","2013","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2013","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2013","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2013","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2013","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2013","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","18",""
"SURVEY","2013","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2013","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2013","YEAR","","STATE","IOWA","19","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2013","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2013","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","15",""
"SURVEY","2013","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","DAIRY PRODUCT TOTALS","DAIRY PRODUCT TOTALS - PRODUCTION, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED","4",""
